おえ〜〜〜〜,1281,1281,6188,副詞,一般,*,*,*,*,おえー,オエ〜〜〜〜,オ[エ〜〜〜〜
おえ〜〜〜〜〜,1281,1281,6000,副詞,一般,*,*,*,*,おえー,オエ〜〜〜〜〜,オ[エ〜〜〜〜〜
おえ〜〜〜〜〜〜,1281,1281,5790,副詞,一般,*,*,*,*,おえー,オエ〜〜〜〜〜〜,オ[エ〜〜〜〜〜〜
おえ〜〜〜〜〜〜〜,1281,1281,5561,副詞,一般,*,*,*,*,おえー,オエ〜〜〜〜〜〜〜,オ[エ〜〜〜〜〜〜〜
おえ〜〜〜〜〜〜〜〜,1281,1281,5321,副詞,一般,*,*,*,*,おえー,オエ〜〜〜〜〜〜〜〜,オ[エ〜〜〜〜〜〜〜〜
おえ〜〜〜〜〜〜〜〜〜,1281,1281,5075,副詞,一般,*,*,*,*,おえー,オエ〜〜〜〜〜〜〜〜〜,オ[エ〜〜〜〜〜〜〜〜〜
おえ〜〜〜〜〜〜〜〜〜〜,1281,1281,4828,副詞,一般,*,*,*,*,おえー,オエ〜〜〜〜〜〜〜〜〜〜,オ[エ〜〜〜〜〜〜〜〜〜〜
か〜〜〜〜,1281,1281,6349,副詞,一般,*,*,*,*,かー,カ〜〜〜〜,カ[〜〜]〜〜
か〜〜〜〜〜,1281,1281,6188,副詞,一般,*,*,*,*,かー,カ〜〜〜〜〜,カ[〜〜〜〜〜
か〜〜〜〜〜〜,1281,1281,6000,副詞,一般,*,*,*,*,かー,カ〜〜〜〜〜〜,カ[〜〜〜〜〜〜
か〜〜〜〜〜〜〜,1281,1281,5790,副詞,一般,*,*,*,*,かー,カ〜〜〜〜〜〜〜,カ[〜〜〜〜〜〜〜
か〜〜〜〜〜〜〜〜,1281,1281,5561,副詞,一般,*,*,*,*,かー,カ〜〜〜〜〜〜〜〜,カ[〜〜〜〜〜〜〜〜
か〜〜〜〜〜〜〜〜〜,1281,1281,5321,副詞,一般,*,*,*,*,かー,カ〜〜〜〜〜〜〜〜〜,カ[〜〜〜〜〜〜〜〜〜
か〜〜〜〜〜〜〜〜〜〜,1281,1281,5075,副詞,一般,*,*,*,*,かー,カ〜〜〜〜〜〜〜〜〜〜,カ[〜〜〜〜〜〜〜〜〜〜
かっか〜〜〜〜,1281,1281,6000,副詞,一般,*,*,*,*,かっかー,カッカ〜〜〜〜,カ[ッカ〜〜〜〜
かっか〜〜〜〜〜,1281,1281,5790,副詞,一般,*,*,*,*,かっかー,カッカ〜〜〜〜〜,カ[ッカ〜〜〜〜〜
かっか〜〜〜〜〜〜,1281,1281,5561,副詞,一般,*,*,*,*,かっかー,カッカ〜〜〜〜〜〜,カ]ッカ〜〜〜〜〜〜
かっか〜〜〜〜〜〜〜,1281,1281,5321,副詞,一般,*,*,*,*,かっかー,カッカ〜〜〜〜〜〜〜,カ]ッカ〜〜〜〜〜〜〜
かっか〜〜〜〜〜〜〜〜,1281,1281,5075,副詞,一般,*,*,*,*,かっかー,カッカ〜〜〜〜〜〜〜〜,カ]ッカ〜〜〜〜〜〜〜〜
かっか〜〜〜〜〜〜〜〜〜,1281,1281,4828,副詞,一般,*,*,*,*,かっかー,カッカ〜〜〜〜〜〜〜〜〜,カ]ッカ〜〜〜〜〜〜〜〜〜
かっか〜〜〜〜〜〜〜〜〜〜,1281,1281,4588,副詞,一般,*,*,*,*,かっかー,カッカ〜〜〜〜〜〜〜〜〜〜,カ]ッカ〜〜〜〜〜〜〜〜〜〜
かぱ〜〜〜〜,1281,1281,6188,副詞,一般,*,*,*,*,かぱー,カパ〜〜〜〜,カ[パ〜〜]〜〜
かぱ〜〜〜〜〜,1281,1281,6000,副詞,一般,*,*,*,*,かぱー,カパ〜〜〜〜〜,カ[パ〜〜〜〜〜
かぱ〜〜〜〜〜〜,1281,1281,5790,副詞,一般,*,*,*,*,かぱー,カパ〜〜〜〜〜〜,カ[パ〜〜〜〜〜〜
かぱ〜〜〜〜〜〜〜,1281,1281,5561,副詞,一般,*,*,*,*,かぱー,カパ〜〜〜〜〜〜〜,カ[パ〜〜〜〜〜〜〜
かぱ〜〜〜〜〜〜〜〜,1281,1281,5321,副詞,一般,*,*,*,*,かぱー,カパ〜〜〜〜〜〜〜〜,カ[パ〜〜〜〜〜〜〜〜
かぱ〜〜〜〜〜〜〜〜〜,1281,1281,5075,副詞,一般,*,*,*,*,かぱー,カパ〜〜〜〜〜〜〜〜〜,カ[パ〜〜〜〜〜〜〜〜〜
かりかりぃぃ〜,1281,1281,6000,副詞,一般,*,*,*,*,かりかりかりー,カリカリィィ〜,カ[リカリイイ]〜
かりかりぃぃ〜〜っ,1281,1281,5561,副詞,一般,*,*,*,*,かりかりかりっ,カリカリィィ〜〜ッ,カ[リカリイイ〜〜ッ
かりかりぃぃ〜〜っと,1281,1281,5321,副詞,一般,*,*,*,*,かりかりかりっと,カリカリィィ〜〜ット,カ[リカリ]イイ〜〜ット
かりかりぃぃ〜〜ッ,1281,1281,5561,副詞,一般,*,*,*,*,かりかりかりっ,カリカリィィ〜〜ッ,カ[リカリイイ〜〜ッ
かりかりぃぃ〜〜ッと,1281,1281,5321,副詞,一般,*,*,*,*,かりかりかりっと,カリカリィィ〜〜ット,カ[リカリ]イイ〜〜ット
かりかりぃぃ〜っ,1281,1281,5790,副詞,一般,*,*,*,*,かりかりかりっ,カリカリィィ〜ッ,カ[リカリイイ〜ッ
かりかりぃぃ〜っと,1281,1281,5561,副詞,一般,*,*,*,*,かりかりかりっと,カリカリィィ〜ット,カ[リカリ]イイ〜ット
かりかりぃぃ〜ッ,1281,1281,5790,副詞,一般,*,*,*,*,かりかりかりっ,カリカリィィ〜ッ,カ[リカリイイ]〜]ッ
かりかりぃぃ〜ッと,1281,1281,5561,副詞,一般,*,*,*,*,かりかりかりっと,カリカリィィ〜ット,カ[リカリ]イイ〜ット
かりかりかりぃぃ〜,1281,1281,5561,副詞,一般,*,*,*,*,かりかりかりー,カリカリカリィィ〜,カ[リカリカリイイ]〜
かりかりかりぃぃ〜〜っ,1281,1281,5075,副詞,一般,*,*,*,*,かりかりかりっ,カリカリカリィィ〜〜ッ,カ[リカリカリイイ〜〜ッ
かりかりかりぃぃ〜〜っと,1281,1281,4828,副詞,一般,*,*,*,*,かりかりかりっと,カリカリカリィィ〜〜ット,カ[リカリカリ]イイ〜〜ット
かりかりかりぃぃ〜〜ッ,1281,1281,5075,副詞,一般,*,*,*,*,かりかりかりっ,カリカリカリィィ〜〜ッ,カ[リカリカリイイ〜〜ッ
かりかりかりぃぃ〜〜ッと,1281,1281,4828,副詞,一般,*,*,*,*,かりかりかりっと,カリカリカリィィ〜〜ット,カ[リカリカリ]イイ[〜〜ット
かりかりかりぃぃ〜っ,1281,1281,5321,副詞,一般,*,*,*,*,かりかりかりっ,カリカリカリィィ〜ッ,カ[リカリカリイイ〜ッ
かりかりかりぃぃ〜っと,1281,1281,5075,副詞,一般,*,*,*,*,かりかりかりっと,カリカリカリィィ〜ット,カ[リカリカリ]イイ〜ット
かりかりかりぃぃ〜ッ,1281,1281,5321,副詞,一般,*,*,*,*,かりかりかりっ,カリカリカリィィ〜ッ,カ[リカリカリイイ[〜]ッ
かりかりかりぃぃ〜ッと,1281,1281,5075,副詞,一般,*,*,*,*,かりかりかりっと,カリカリカリィィ〜ット,カ[リカリカリ]イイ〜ット
かりかりかりかり〜,1281,1281,5561,副詞,一般,*,*,*,*,かりかりかりー,カリカリカリカリ〜,カ[リカリカリカリ〜
かりかりかりかり〜〜,1281,1281,5321,副詞,一般,*,*,*,*,かりかりかりー,カリカリカリカリ〜〜,カ[リカリカリカリ〜〜
かりかりかりかり〜〜っ,1281,1281,5075,副詞,一般,*,*,*,*,かりかりかりっ,カリカリカリカリ〜〜ッ,カ[リカリカリカリ]〜〜]ッ
かりかりかりかり〜〜っと,1281,1281,4828,副詞,一般,*,*,*,*,かりかりかりっと,カリカリカリカリ〜〜ット,カ[リカリカリカリ]〜〜]ット
かりかりかりかり〜〜ッ,1281,1281,5075,副詞,一般,*,*,*,*,かりかりかりっ,カリカリカリカリ〜〜ッ,カ[リカリカリカリ]〜〜]ッ
かりかりかりかり〜〜ッと,1281,1281,4828,副詞,一般,*,*,*,*,かりかりかりっと,カリカリカリカリ〜〜ット,カ[リカリカリカリ]〜〜]ット
かりかりかりかり〜っ,1281,1281,5321,副詞,一般,*,*,*,*,かりかりかりっ,カリカリカリカリ〜ッ,カ[リカリカリカリ〜ッ
かりかりかりかり〜っと,1281,1281,5075,副詞,一般,*,*,*,*,かりかりかりっと,カリカリカリカリ〜ット,カ[リカリカリカリ〜]ット
かりかりかりかり〜ッ,1281,1281,5321,副詞,一般,*,*,*,*,かりかりかりっ,カリカリカリカリ〜ッ,カ[リカリカリカリ〜ッ
かりかりかりかり〜ッと,1281,1281,5075,副詞,一般,*,*,*,*,かりかりかりっと,カリカリカリカリ〜ット,カ[リカリカリカリ〜]ット
かりかりかりかりぃ〜,1281,1281,5321,副詞,一般,*,*,*,*,かりかりかりー,カリカリカリカリィ〜,カ[リカリカリカリイ〜
かりかりかりかりぃ〜〜,1281,1281,5075,副詞,一般,*,*,*,*,かりかりかりー,カリカリカリカリィ〜〜,カ[リカリカリカリイ〜]〜
かりかりかりかりぃ〜〜っ,1281,1281,4828,副詞,一般,*,*,*,*,かりかりかりっ,カリカリカリカリィ〜〜ッ,カ[リカリカリカリイ〜〜ッ
かりかりかりかりぃ〜〜っと,1281,1281,4588,副詞,一般,*,*,*,*,かりかりかりっと,カリカリカリカリィ〜〜ット,カ[リカリカリカリ]イ〜〜ット
かりかりかりかりぃ〜〜ッ,1281,1281,4828,副詞,一般,*,*,*,*,かりかりかりっ,カリカリカリカリィ〜〜ッ,カ[リカリカリカリイ〜〜ッ
かりかりかりかりぃ〜〜ッと,1281,1281,4588,副詞,一般,*,*,*,*,かりかりかりっと,カリカリカリカリィ〜〜ット,カ[リカリカリカリ]イ〜〜ット
かりかりかりかりぃ〜っ,1281,1281,5075,副詞,一般,*,*,*,*,かりかりかりっ,カリカリカリカリィ〜ッ,カ[リカリカリカリ]イ〜]ッ
かりかりかりかりぃ〜っと,1281,1281,4828,副詞,一般,*,*,*,*,かりかりかりっと,カリカリカリカリィ〜ット,カ[リカリカリカリ]イ〜]ット
かりかりかりかりぃ〜ッ,1281,1281,5075,副詞,一般,*,*,*,*,かりかりかりっ,カリカリカリカリィ〜ッ,カ[リカリカリカリ]イ〜]ッ
かりかりかりかりぃ〜ッと,1281,1281,4828,副詞,一般,*,*,*,*,かりかりかりっと,カリカリカリカリィ〜ット,カ[リカリカリカリ]イ〜]ット
かりかりかりかりぃぃ〜,1281,1281,5075,副詞,一般,*,*,*,*,かりかりかりー,カリカリカリカリィィ〜,カ[リカリカリカリイイ]〜
かりかりかりかりぃぃ〜〜,1281,1281,4828,副詞,一般,*,*,*,*,かりかりかりー,カリカリカリカリィィ〜〜,カ[リカリカリカリイイ〜]〜
かりかりかりかりぃぃ〜〜っ,1281,1281,4588,副詞,一般,*,*,*,*,かりかりかりっ,カリカリカリカリィィ〜〜ッ,カ[リカリカリカリイイ〜〜ッ
かりかりかりかりぃぃ〜〜っと,1281,1281,4359,副詞,一般,*,*,*,*,かりかりかりっと,カリカリカリカリィィ〜〜ット,カ[リカリカリカリ]イイ〜〜ット
かりかりかりかりぃぃ〜〜ッ,1281,1281,4588,副詞,一般,*,*,*,*,かりかりかりっ,カリカリカリカリィィ〜〜ッ,カ[リカリカリカリイイ〜〜ッ
かりかりかりかりぃぃ〜〜ッと,1281,1281,4359,副詞,一般,*,*,*,*,かりかりかりっと,カリカリカリカリィィ〜〜ット,カ[リカリカリカリ]イイ〜〜ット
かりかりかりかりぃぃ〜っ,1281,1281,4828,副詞,一般,*,*,*,*,かりかりかりっ,カリカリカリカリィィ〜ッ,カ[リカリカリカリイイ〜ッ
かりかりかりかりぃぃ〜っと,1281,1281,4588,副詞,一般,*,*,*,*,かりかりかりっと,カリカリカリカリィィ〜ット,カ[リカリカリカリ]イイ〜ット
かりかりかりかりぃぃ〜ッ,1281,1281,4828,副詞,一般,*,*,*,*,かりかりかりっ,カリカリカリカリィィ〜ッ,カ[リカリカリカリイイ〜ッ
かりかりかりかりぃぃ〜ッと,1281,1281,4588,副詞,一般,*,*,*,*,かりかりかりっと,カリカリカリカリィィ〜ット,カ[リカリカリカリ]イイ〜ット
かりかりかりかりかり〜,1281,1281,5075,副詞,一般,*,*,*,*,かりかりかりー,カリカリカリカリカリ〜,カ[リカリカリカリカリ〜
かりかりかりかりかり〜〜,1281,1281,4828,副詞,一般,*,*,*,*,かりかりかりー,カリカリカリカリカリ〜〜,カ[リカリカリカリカリ〜〜
かりかりかりかりかり〜〜っ,1281,1281,4588,副詞,一般,*,*,*,*,かりかりかりっ,カリカリカリカリカリ〜〜ッ,カ[リカリカリカリカリ〜〜ッ
かりかりかりかりかり〜〜っと,1281,1281,4359,副詞,一般,*,*,*,*,かりかりかりっと,カリカリカリカリカリ〜〜ット,カ[リカリカリカリカリ〜〜]ット
かりかりかりかりかり〜〜ッ,1281,1281,4588,副詞,一般,*,*,*,*,かりかりかりっ,カリカリカリカリカリ〜〜ッ,カ[リカリカリカリカリ〜〜ッ
かりかりかりかりかり〜〜ッと,1281,1281,4359,副詞,一般,*,*,*,*,かりかりかりっと,カリカリカリカリカリ〜〜ット,カ[リカリカリカリカリ〜〜]ット
かりかりかりかりかり〜っ,1281,1281,4828,副詞,一般,*,*,*,*,かりかりかりっ,カリカリカリカリカリ〜ッ,カ[リカリカリカリカリ〜ッ
かりかりかりかりかり〜っと,1281,1281,4588,副詞,一般,*,*,*,*,かりかりかりっと,カリカリカリカリカリ〜ット,カ[リカリカリカリカリ〜]ット
かりかりかりかりかり〜ッ,1281,1281,4828,副詞,一般,*,*,*,*,かりかりかりっ,カリカリカリカリカリ〜ッ,カ[リカリカリカリカリ〜]ッ
かりかりかりかりかり〜ッと,1281,1281,4588,副詞,一般,*,*,*,*,かりかりかりっと,カリカリカリカリカリ〜ット,カ[リカリカリカリカリ〜]ット
かりかりかりかりかりぃ〜,1281,1281,4828,副詞,一般,*,*,*,*,かりかりかりー,カリカリカリカリカリィ〜,カ[リカリカリカリカリイ〜
かりかりかりかりかりぃ〜〜,1281,1281,4588,副詞,一般,*,*,*,*,かりかりかりー,カリカリカリカリカリィ〜〜,カ[リカリカリカリカリイ〜]〜
かりかりかりかりかりぃ〜〜っ,1281,1281,4359,副詞,一般,*,*,*,*,かりかりかりっ,カリカリカリカリカリィ〜〜ッ,カ[リカリカリカリカリイ〜〜ッ
かりかりかりかりかりぃ〜〜っと,1281,1281,4149,副詞,一般,*,*,*,*,かりかりかりっと,カリカリカリカリカリィ〜〜ット,カ[リカリカリカリカリイ〜〜ット
かりかりかりかりかりぃ〜〜ッ,1281,1281,4359,副詞,一般,*,*,*,*,かりかりかりっ,カリカリカリカリカリィ〜〜ッ,カ[リカリカリカリカリイ〜[〜]ッ
かりかりかりかりかりぃ〜〜ッと,1281,1281,4149,副詞,一般,*,*,*,*,かりかりかりっと,カリカリカリカリカリィ〜〜ット,カ[リカリカリカリカリイ〜〜ット
かりかりかりかりかりぃ〜っ,1281,1281,4588,副詞,一般,*,*,*,*,かりかりかりっ,カリカリカリカリカリィ〜ッ,カ[リカリカリカリカリ]イ〜ッ
かりかりかりかりかりぃ〜っと,1281,1281,4359,副詞,一般,*,*,*,*,かりかりかりっと,カリカリカリカリカリィ〜ット,カ[リカリカリカリカリイ〜]ット
かりかりかりかりかりぃ〜ッ,1281,1281,4588,副詞,一般,*,*,*,*,かりかりかりっ,カリカリカリカリカリィ〜ッ,カ[リカリカリカリカリイ〜]ッ
かりかりかりかりかりぃ〜ッと,1281,1281,4359,副詞,一般,*,*,*,*,かりかりかりっと,カリカリカリカリカリィ〜ット,カ[リカリカリカリカリイ〜]ット
かりかりかりかりかりぃぃ〜,1281,1281,4588,副詞,一般,*,*,*,*,かりかりかりー,カリカリカリカリカリィィ〜,カ[リカリカリカリカリイイ]〜
かりかりかりかりかりぃぃ〜〜,1281,1281,4359,副詞,一般,*,*,*,*,かりかりかりー,カリカリカリカリカリィィ〜〜,カ[リカリカリカリカリイイ〜]〜
かりかりかりかりかりぃぃ〜〜っ,1281,1281,4149,副詞,一般,*,*,*,*,かりかりかりっ,カリカリカリカリカリィィ〜〜ッ,カ[リカリカリカリカリイイ〜〜ッ
かりかりかりかりかりぃぃ〜〜っと,1281,1281,3961,副詞,一般,*,*,*,*,かりかりかりっと,カリカリカリカリカリィィ〜〜ット,カ[リカリカリカリカリイイ〜〜ット
かりかりかりかりかりぃぃ〜〜ッ,1281,1281,4149,副詞,一般,*,*,*,*,かりかりかりっ,カリカリカリカリカリィィ〜〜ッ,カ[リカリカリカリカリイイ〜[〜]ッ
かりかりかりかりかりぃぃ〜〜ッと,1281,1281,3961,副詞,一般,*,*,*,*,かりかりかりっと,カリカリカリカリカリィィ〜〜ット,カ[リカリカリカリカリイイ〜〜ット
かりかりかりかりかりぃぃ〜っ,1281,1281,4359,副詞,一般,*,*,*,*,かりかりかりっ,カリカリカリカリカリィィ〜ッ,カ[リカリカリカリカリイイ〜ッ
かりかりかりかりかりぃぃ〜っと,1281,1281,4149,副詞,一般,*,*,*,*,かりかりかりっと,カリカリカリカリカリィィ〜ット,カ[リカリカリカリカリイイ〜ット
かりかりかりかりかりぃぃ〜ッ,1281,1281,4359,副詞,一般,*,*,*,*,かりかりかりっ,カリカリカリカリカリィィ〜ッ,カ[リカリカリカリカリイイ[〜]ッ
かりかりかりかりかりぃぃ〜ッと,1281,1281,4149,副詞,一般,*,*,*,*,かりかりかりっと,カリカリカリカリカリィィ〜ット,カ[リカリカリカリカリイイ〜ット
が〜〜〜〜,1281,1281,6349,副詞,一般,*,*,*,*,がー,ガ〜〜〜〜,ガ[〜〜〜〜
が〜〜〜〜〜,1281,1281,6188,副詞,一般,*,*,*,*,がー,ガ〜〜〜〜〜,ガ[〜〜〜〜〜
が〜〜〜〜〜〜,1281,1281,6000,副詞,一般,*,*,*,*,がー,ガ〜〜〜〜〜〜,ガ[〜〜〜〜〜〜
が〜〜〜〜〜〜〜,1281,1281,5790,副詞,一般,*,*,*,*,がー,ガ〜〜〜〜〜〜〜,ガ[〜〜〜〜〜〜〜
が〜〜〜〜〜〜〜〜,1281,1281,5561,副詞,一般,*,*,*,*,がー,ガ〜〜〜〜〜〜〜〜,ガ[〜〜〜〜〜〜〜〜
が〜〜〜〜〜〜〜〜〜,1281,1281,5321,副詞,一般,*,*,*,*,がー,ガ〜〜〜〜〜〜〜〜〜,ガ[〜〜〜〜〜〜〜〜〜
が〜〜〜〜〜〜〜〜〜〜,1281,1281,5075,副詞,一般,*,*,*,*,がー,ガ〜〜〜〜〜〜〜〜〜〜,ガ[〜〜〜〜〜〜〜〜〜〜
がががが〜,1281,1281,6349,副詞,一般,*,*,*,*,がががー,ガガガガ〜,ガ[ガガガ〜
がががが〜〜,1281,1281,6188,副詞,一般,*,*,*,*,がががー,ガガガガ〜〜,ガ[ガガガ〜〜
ががががが〜,1281,1281,6188,副詞,一般,*,*,*,*,がががー,ガガガガガ〜,ガ[ガガガガ]〜
ががががが〜〜,1281,1281,6000,副詞,一般,*,*,*,*,がががー,ガガガガガ〜〜,ガ[ガガガガ〜〜
がががががが〜,1281,1281,6000,副詞,一般,*,*,*,*,がががー,ガガガガガガ〜,ガ[ガガガガガ〜
がががががが〜〜,1281,1281,5790,副詞,一般,*,*,*,*,がががー,ガガガガガガ〜〜,ガ[ガガガガガ〜〜
ががががががが〜,1281,1281,5790,副詞,一般,*,*,*,*,がががー,ガガガガガガガ〜,ガ[ガガガガガガ〜
ががががががが〜〜,1281,1281,5561,副詞,一般,*,*,*,*,がががー,ガガガガガガガ〜〜,ガ[ガガガガガガ〜〜
がががががががが〜,1281,1281,5561,副詞,一般,*,*,*,*,がががー,ガガガガガガガガ〜,ガ[ガガガガガガガ〜
がががががががが〜〜,1281,1281,5321,副詞,一般,*,*,*,*,がががー,ガガガガガガガガ〜〜,ガ[ガガガガガガ]ガ〜〜
ががががががががが〜,1281,1281,5321,副詞,一般,*,*,*,*,がががー,ガガガガガガガガガ〜,ガ[ガガガガガガガガ〜
ががががががががが〜〜,1281,1281,5075,副詞,一般,*,*,*,*,がががー,ガガガガガガガガガ〜〜,ガ[ガガガガガガガガ〜〜
がががががががががが〜,1281,1281,5075,副詞,一般,*,*,*,*,がががー,ガガガガガガガガガガ〜,ガ[ガガガガガガガガガ〜
がたがたぁぁ〜,1281,1281,6000,副詞,一般,*,*,*,*,がたがたがたー,ガタガタァァ〜,ガ[タガタアア〜
がたがたぁぁ〜〜っ,1281,1281,5561,副詞,一般,*,*,*,*,がたがたがたっ,ガタガタァァ〜〜ッ,ガ[タガタアア〜〜ッ
がたがたぁぁ〜〜っと,1281,1281,5321,副詞,一般,*,*,*,*,がたがたがたっと,ガタガタァァ〜〜ット,ガ[タガタアア〜〜ット
がたがたぁぁ〜〜ッ,1281,1281,5561,副詞,一般,*,*,*,*,がたがたがたっ,ガタガタァァ〜〜ッ,ガ[タガタアア〜〜ッ
がたがたぁぁ〜〜ッと,1281,1281,5321,副詞,一般,*,*,*,*,がたがたがたっと,ガタガタァァ〜〜ット,ガ[タガタアア〜〜ット
がたがたぁぁ〜っ,1281,1281,5790,副詞,一般,*,*,*,*,がたがたがたっ,ガタガタァァ〜ッ,ガ[タガタアア〜ッ
がたがたぁぁ〜っと,1281,1281,5561,副詞,一般,*,*,*,*,がたがたがたっと,ガタガタァァ〜ット,ガ[タガタアア〜ット
がたがたぁぁ〜ッ,1281,1281,5790,副詞,一般,*,*,*,*,がたがたがたっ,ガタガタァァ〜ッ,ガ[タガタアア〜ッ
がたがたぁぁ〜ッと,1281,1281,5561,副詞,一般,*,*,*,*,がたがたがたっと,ガタガタァァ〜ット,ガ[タガタアア〜ット
がたがたがたぁぁ〜,1281,1281,5561,副詞,一般,*,*,*,*,がたがたがたー,ガタガタガタァァ〜,ガ[タガタガタアア〜
がたがたがたぁぁ〜〜っ,1281,1281,5075,副詞,一般,*,*,*,*,がたがたがたっ,ガタガタガタァァ〜〜ッ,ガ[タガタガタアア〜〜ッ
がたがたがたぁぁ〜〜っと,1281,1281,4828,副詞,一般,*,*,*,*,がたがたがたっと,ガタガタガタァァ〜〜ット,ガ[タガタガタアア〜〜ット
がたがたがたぁぁ〜〜ッ,1281,1281,5075,副詞,一般,*,*,*,*,がたがたがたっ,ガタガタガタァァ〜〜ッ,ガ[タガタガタアア〜[〜ッ
がたがたがたぁぁ〜〜ッと,1281,1281,4828,副詞,一般,*,*,*,*,がたがたがたっと,ガタガタガタァァ〜〜ット,ガ[タガタガタアア〜〜ット
がたがたがたぁぁ〜っ,1281,1281,5321,副詞,一般,*,*,*,*,がたがたがたっ,ガタガタガタァァ〜ッ,ガ[タガタガタアア〜ッ
がたがたがたぁぁ〜っと,1281,1281,5075,副詞,一般,*,*,*,*,がたがたがたっと,ガタガタガタァァ〜ット,ガ[タガタガタアア〜ット
がたがたがたぁぁ〜ッ,1281,1281,5321,副詞,一般,*,*,*,*,がたがたがたっ,ガタガタガタァァ〜ッ,ガ[タガタガタアア〜ッ
がたがたがたぁぁ〜ッと,1281,1281,5075,副詞,一般,*,*,*,*,がたがたがたっと,ガタガタガタァァ〜ット,ガ[タガタガタアア〜ット
がたがたがたがた〜,1281,1281,5561,副詞,一般,*,*,*,*,がたがたがたー,ガタガタガタガタ〜,ガ[タガタガタガタ〜
がたがたがたがた〜〜,1281,1281,5321,副詞,一般,*,*,*,*,がたがたがたー,ガタガタガタガタ〜〜,ガ[タガタガタガタ〜〜
がたがたがたがた〜〜っ,1281,1281,5075,副詞,一般,*,*,*,*,がたがたがたっ,ガタガタガタガタ〜〜ッ,ガ[タガタガタガタ〜〜ッ
がたがたがたがた〜〜っと,1281,1281,4828,副詞,一般,*,*,*,*,がたがたがたっと,ガタガタガタガタ〜〜ット,ガ[タガタガタガタ〜〜ット
がたがたがたがた〜〜ッ,1281,1281,5075,副詞,一般,*,*,*,*,がたがたがたっ,ガタガタガタガタ〜〜ッ,ガ[タガタガタガタ〜〜ッ
